INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2025-01-02T12:00:00-00:00,2025-01-02T13:00:00-00:00,0,2025-01-02,5,0,ACTUAL,PGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.1,9148,ACTUAL,92
2025-01-02T22:00:00-00:00,2025-01-02T23:00:00-00:00,0,2025-01-02,15,0,ACTUAL,PGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.1,10064,ACTUAL,92
2025-01-02T18:00:00-00:00,2025-01-02T19:00:00-00:00,0,2025-01-02,11,0,ACTUAL,PGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.1,10134,ACTUAL,92
2025-01-02T21:00:00-00:00,2025-01-02T22:00:00-00:00,0,2025-01-02,14,0,ACTUAL,PGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.1,9856,ACTUAL,92
2025-01-02T19:00:00-00:00,2025-01-02T20:00:00-00:00,0,2025-01-02,12,0,ACTUAL,PGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.1,9866,ACTUAL,92
2025-01-02T13:00:00-00:00,2025-01-02T14:00:00-00:00,0,2025-01-02,6,0,ACTUAL,PGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.1,9724,ACTUAL,92
2025-01-03T01:00:00-00:00,2025-01-03T02:00:00-00:00,0,2025-01-02,18,0,ACTUAL,PGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.1,11979,ACTUAL,92
2025-01-03T02:00:00-00:00,2025-01-03T03:00:00-00:00,0,2025-01-02,19,0,ACTUAL,PGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.1,12013,ACTUAL,92
2025-01-02T17:00:00-00:00,2025-01-02T18:00:00-00:00,0,2025-01-02,10,0,ACTUAL,PGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.1,10855,ACTUAL,92
2025-01-02T11:00:00-00:00,2025-01-02T12:00:00-00:00,0,2025-01-02,4,0,ACTUAL,PGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.1,8990,ACTUAL,92
2025-01-02T15:00:00-00:00,2025-01-02T16:00:00-00:00,0,2025-01-02,8,0,ACTUAL,PGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.1,11439,ACTUAL,92
2025-01-02T10:00:00-00:00,2025-01-02T11:00:00-00:00,0,2025-01-02,3,0,ACTUAL,PGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.1,8851,ACTUAL,92
2025-01-03T06:00:00-00:00,2025-01-03T07:00:00-00:00,0,2025-01-02,23,0,ACTUAL,PGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.1,10498,ACTUAL,92
2025-01-03T03:00:00-00:00,2025-01-03T04:00:00-00:00,0,2025-01-02,20,0,ACTUAL,PGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.1,11751,ACTUAL,92
2025-01-02T16:00:00-00:00,2025-01-02T17:00:00-00:00,0,2025-01-02,9,0,ACTUAL,PGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.1,11462,ACTUAL,92
2025-01-03T00:00:00-00:00,2025-01-03T01:00:00-00:00,0,2025-01-02,17,0,ACTUAL,PGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.1,11065,ACTUAL,92
2025-01-02T23:00:00-00:00,2025-01-03T00:00:00-00:00,0,2025-01-02,16,0,ACTUAL,PGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.1,10232,ACTUAL,92
2025-01-03T07:00:00-00:00,2025-01-03T08:00:00-00:00,0,2025-01-02,24,0,ACTUAL,PGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.1,9979,ACTUAL,92
2025-01-03T05:00:00-00:00,2025-01-03T06:00:00-00:00,0,2025-01-02,22,0,ACTUAL,PGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.1,11111,ACTUAL,92
2025-01-02T14:00:00-00:00,2025-01-02T15:00:00-00:00,0,2025-01-02,7,0,ACTUAL,PGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.1,10628,ACTUAL,92
2025-01-03T04:00:00-00:00,2025-01-03T05:00:00-00:00,0,2025-01-02,21,0,ACTUAL,PGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.1,11554,ACTUAL,92
2025-01-03T00:00:00-00:00,2025-01-03T01:00:00-00:00,0,2025-01-02,17,0,ACTUAL,PNM,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1690,ACTUAL,93
2025-01-03T04:00:00-00:00,2025-01-03T05:00:00-00:00,0,2025-01-02,21,0,ACTUAL,PNM,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1685,ACTUAL,93
2025-01-03T05:00:00-00:00,2025-01-03T06:00:00-00:00,0,2025-01-02,22,0,ACTUAL,PNM,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1628,ACTUAL,93
2025-01-03T07:00:00-00:00,2025-01-03T08:00:00-00:00,0,2025-01-02,24,0,ACTUAL,PNM,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1524,ACTUAL,93
2025-01-02T19:00:00-00:00,2025-01-02T20:00:00-00:00,0,2025-01-02,12,0,ACTUAL,PNM,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1402,ACTUAL,93
2025-01-02T10:00:00-00:00,2025-01-02T11:00:00-00:00,0,2025-01-02,3,0,ACTUAL,PNM,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1583,ACTUAL,93
2025-01-02T11:00:00-00:00,2025-01-02T12:00:00-00:00,0,2025-01-02,4,0,ACTUAL,PNM,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1608,ACTUAL,93
2025-01-02T13:00:00-00:00,2025-01-02T14:00:00-00:00,0,2025-01-02,6,0,ACTUAL,PNM,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1721,ACTUAL,93
2025-01-02T20:00:00-00:00,2025-01-02T21:00:00-00:00,0,2025-01-02,13,0,ACTUAL,PNM,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1393,ACTUAL,93
2025-01-02T14:00:00-00:00,2025-01-02T15:00:00-00:00,0,2025-01-02,7,0,ACTUAL,PNM,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1745,ACTUAL,93
2025-01-02T08:00:00-00:00,2025-01-02T09:00:00-00:00,0,2025-01-02,1,0,ACTUAL,PNM,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1584,ACTUAL,93
2025-01-02T23:00:00-00:00,2025-01-03T00:00:00-00:00,0,2025-01-02,16,0,ACTUAL,PNM,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1543,ACTUAL,93
2025-01-02T15:00:00-00:00,2025-01-02T16:00:00-00:00,0,2025-01-02,8,0,ACTUAL,PNM,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1634,ACTUAL,93
2025-01-02T17:00:00-00:00,2025-01-02T18:00:00-00:00,0,2025-01-02,10,0,ACTUAL,PNM,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1458,ACTUAL,93
2025-01-03T01:00:00-00:00,2025-01-03T02:00:00-00:00,0,2025-01-02,18,0,ACTUAL,PNM,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1736,ACTUAL,93
2025-01-02T18:00:00-00:00,2025-01-02T19:00:00-00:00,0,2025-01-02,11,0,ACTUAL,PNM,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1414,ACTUAL,93
2025-01-02T21:00:00-00:00,2025-01-02T22:00:00-00:00,0,2025-01-02,14,0,ACTUAL,PNM,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1401,ACTUAL,93
2025-01-02T16:00:00-00:00,2025-01-02T17:00:00-00:00,0,2025-01-02,9,0,ACTUAL,PNM,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1508,ACTUAL,93
2025-01-03T02:00:00-00:00,2025-01-03T03:00:00-00:00,0,2025-01-02,19,0,ACTUAL,PNM,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1737,ACTUAL,93
2025-01-02T22:00:00-00:00,2025-01-02T23:00:00-00:00,0,2025-01-02,15,0,ACTUAL,PNM,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1458,ACTUAL,93
2025-01-02T12:00:00-00:00,2025-01-02T13:00:00-00:00,0,2025-01-02,5,0,ACTUAL,PNM,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1656,ACTUAL,93
2025-01-02T09:00:00-00:00,2025-01-02T10:00:00-00:00,0,2025-01-02,2,0,ACTUAL,PNM,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1576,ACTUAL,93
2025-01-03T06:00:00-00:00,2025-01-03T07:00:00-00:00,0,2025-01-02,23,0,ACTUAL,PNM,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1572,ACTUAL,93
2025-01-03T03:00:00-00:00,2025-01-03T04:00:00-00:00,0,2025-01-02,20,0,ACTUAL,PNM,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1722,ACTUAL,93
2025-01-02T22:00:00-00:00,2025-01-02T23:00:00-00:00,0,2025-01-02,15,0,ACTUAL,PSEI,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3721,ACTUAL,94
2025-01-02T17:00:00-00:00,2025-01-02T18:00:00-00:00,0,2025-01-02,10,0,ACTUAL,PSEI,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3742,ACTUAL,94
2025-01-02T08:00:00-00:00,2025-01-02T09:00:00-00:00,0,2025-01-02,1,0,ACTUAL,PSEI,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2845,ACTUAL,94
2025-01-02T15:00:00-00:00,2025-01-02T16:00:00-00:00,0,2025-01-02,8,0,ACTUAL,PSEI,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3586,ACTUAL,94
2025-01-02T18:00:00-00:00,2025-01-02T19:00:00-00:00,0,2025-01-02,11,0,ACTUAL,PSEI,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3753,ACTUAL,94
2025-01-02T21:00:00-00:00,2025-01-02T22:00:00-00:00,0,2025-01-02,14,0,ACTUAL,PSEI,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3739,ACTUAL,94
2025-01-03T03:00:00-00:00,2025-01-03T04:00:00-00:00,0,2025-01-02,20,0,ACTUAL,PSEI,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3752,ACTUAL,94
2025-01-02T09:00:00-00:00,2025-01-02T10:00:00-00:00,0,2025-01-02,2,0,ACTUAL,PSEI,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2761,ACTUAL,94
2025-01-02T23:00:00-00:00,2025-01-03T00:00:00-00:00,0,2025-01-02,16,0,ACTUAL,PSEI,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3741,ACTUAL,94
2025-01-02T16:00:00-00:00,2025-01-02T17:00:00-00:00,0,2025-01-02,9,0,ACTUAL,PSEI,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3684,ACTUAL,94
2025-01-03T00:00:00-00:00,2025-01-03T01:00:00-00:00,0,2025-01-02,17,0,ACTUAL,PSEI,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3861,ACTUAL,94
2025-01-02T14:00:00-00:00,2025-01-02T15:00:00-00:00,0,2025-01-02,7,0,ACTUAL,PSEI,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3375,ACTUAL,94
2025-01-03T01:00:00-00:00,2025-01-03T02:00:00-00:00,0,2025-01-02,18,0,ACTUAL,PSEI,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3933,ACTUAL,94
2025-01-03T06:00:00-00:00,2025-01-03T07:00:00-00:00,0,2025-01-02,23,0,ACTUAL,PSEI,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3228,ACTUAL,94
2025-01-02T20:00:00-00:00,2025-01-02T21:00:00-00:00,0,2025-01-02,13,0,ACTUAL,PSEI,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3754,ACTUAL,94
2025-01-02T10:00:00-00:00,2025-01-02T11:00:00-00:00,0,2025-01-02,3,0,ACTUAL,PSEI,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2727,ACTUAL,94
2025-01-03T04:00:00-00:00,2025-01-03T05:00:00-00:00,0,2025-01-02,21,0,ACTUAL,PSEI,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3634,ACTUAL,94
2025-01-03T02:00:00-00:00,2025-01-03T03:00:00-00:00,0,2025-01-02,19,0,ACTUAL,PSEI,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3848,ACTUAL,94
2025-01-03T05:00:00-00:00,2025-01-03T06:00:00-00:00,0,2025-01-02,22,0,ACTUAL,PSEI,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3456,ACTUAL,94
2025-01-02T19:00:00-00:00,2025-01-02T20:00:00-00:00,0,2025-01-02,12,0,ACTUAL,PSEI,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3750,ACTUAL,94
2025-01-03T07:00:00-00:00,2025-01-03T08:00:00-00:00,0,2025-01-02,24,0,ACTUAL,PSEI,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3029,ACTUAL,94
2025-01-02T11:00:00-00:00,2025-01-02T12:00:00-00:00,0,2025-01-02,4,0,ACTUAL,PSEI,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2755,ACTUAL,94
2025-01-02T13:00:00-00:00,2025-01-02T14:00:00-00:00,0,2025-01-02,6,0,ACTUAL,PSEI,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,3104,ACTUAL,94
2025-01-02T12:00:00-00:00,2025-01-02T13:00:00-00:00,0,2025-01-02,5,0,ACTUAL,PSEI,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,2871,ACTUAL,94
2025-01-03T04:00:00-00:00,2025-01-03T05:00:00-00:00,0,2025-01-02,21,0,ACTUAL,SCE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.2,11294,ACTUAL,95
2025-01-02T08:00:00-00:00,2025-01-02T09:00:00-00:00,0,2025-01-02,1,0,ACTUAL,SCE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.2,9051,ACTUAL,95
2025-01-02T15:00:00-00:00,2025-01-02T16:00:00-00:00,0,2025-01-02,8,0,ACTUAL,SCE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.2,10747,ACTUAL,95
2025-01-02T20:00:00-00:00,2025-01-02T21:00:00-00:00,0,2025-01-02,13,0,ACTUAL,SCE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.2,13846,ACTUAL,95
2025-01-02T14:00:00-00:00,2025-01-02T15:00:00-00:00,0,2025-01-02,7,0,ACTUAL,SCE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.2,10099,ACTUAL,95
2025-01-02T19:00:00-00:00,2025-01-02T20:00:00-00:00,0,2025-01-02,12,0,ACTUAL,SCE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.2,14411,ACTUAL,95
2025-01-03T03:00:00-00:00,2025-01-03T04:00:00-00:00,0,2025-01-02,20,0,ACTUAL,SCE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.2,11467,ACTUAL,95
2025-01-03T00:00:00-00:00,2025-01-03T01:00:00-00:00,0,2025-01-02,17,0,ACTUAL,SCE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.2,11094,ACTUAL,95
2025-01-02T13:00:00-00:00,2025-01-02T14:00:00-00:00,0,2025-01-02,6,0,ACTUAL,SCE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.2,9410,ACTUAL,95
2025-01-02T12:00:00-00:00,2025-01-02T13:00:00-00:00,0,2025-01-02,5,0,ACTUAL,SCE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.2,8798,ACTUAL,95
2025-01-02T18:00:00-00:00,2025-01-02T19:00:00-00:00,0,2025-01-02,11,0,ACTUAL,SCE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.2,14035,ACTUAL,95
2025-01-02T16:00:00-00:00,2025-01-02T17:00:00-00:00,0,2025-01-02,9,0,ACTUAL,SCE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.2,12538,ACTUAL,95
2025-01-02T10:00:00-00:00,2025-01-02T11:00:00-00:00,0,2025-01-02,3,0,ACTUAL,SCE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.2,8586,ACTUAL,95
2025-01-02T21:00:00-00:00,2025-01-02T22:00:00-00:00,0,2025-01-02,14,0,ACTUAL,SCE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.2,13437,ACTUAL,95
2025-01-02T23:00:00-00:00,2025-01-03T00:00:00-00:00,0,2025-01-02,16,0,ACTUAL,SCE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.2,10927,ACTUAL,95
2025-01-03T02:00:00-00:00,2025-01-03T03:00:00-00:00,0,2025-01-02,19,0,ACTUAL,SCE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.2,11520,ACTUAL,95
2025-01-03T05:00:00-00:00,2025-01-03T06:00:00-00:00,0,2025-01-02,22,0,ACTUAL,SCE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.2,11188,ACTUAL,95
2025-01-03T06:00:00-00:00,2025-01-03T07:00:00-00:00,0,2025-01-02,23,0,ACTUAL,SCE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.2,10650,ACTUAL,95
2025-01-03T01:00:00-00:00,2025-01-03T02:00:00-00:00,0,2025-01-02,18,0,ACTUAL,SCE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.2,11718,ACTUAL,95
2025-01-02T11:00:00-00:00,2025-01-02T12:00:00-00:00,0,2025-01-02,4,0,ACTUAL,SCE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.2,8665,ACTUAL,95
2025-01-02T17:00:00-00:00,2025-01-02T18:00:00-00:00,0,2025-01-02,10,0,ACTUAL,SCE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.2,13945,ACTUAL,95
2025-01-02T22:00:00-00:00,2025-01-02T23:00:00-00:00,0,2025-01-02,15,0,ACTUAL,SCE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.2,12748,ACTUAL,95
2025-01-02T09:00:00-00:00,2025-01-02T10:00:00-00:00,0,2025-01-02,2,0,ACTUAL,SCE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.2,8872,ACTUAL,95
2025-01-03T07:00:00-00:00,2025-01-03T08:00:00-00:00,0,2025-01-02,24,0,ACTUAL,SCE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.2,10085,ACTUAL,95
2025-01-03T01:00:00-00:00,2025-01-03T02:00:00-00:00,0,2025-01-02,18,0,ACTUAL,SCL,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1444,ACTUAL,96
2025-01-02T21:00:00-00:00,2025-01-02T22:00:00-00:00,0,2025-01-02,14,0,ACTUAL,SCL,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1388,ACTUAL,96
2025-01-02T22:00:00-00:00,2025-01-02T23:00:00-00:00,0,2025-01-02,15,0,ACTUAL,SCL,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1387,ACTUAL,96
2025-01-02T12:00:00-00:00,2025-01-02T13:00:00-00:00,0,2025-01-02,5,0,ACTUAL,SCL,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1041,ACTUAL,96
2025-01-02T17:00:00-00:00,2025-01-02T18:00:00-00:00,0,2025-01-02,10,0,ACTUAL,SCL,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1405,ACTUAL,96
2025-01-02T09:00:00-00:00,2025-01-02T10:00:00-00:00,0,2025-01-02,2,0,ACTUAL,SCL,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1006,ACTUAL,96
2025-01-02T08:00:00-00:00,2025-01-02T09:00:00-00:00,0,2025-01-02,1,0,ACTUAL,SCL,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1038,ACTUAL,96
2025-01-02T10:00:00-00:00,2025-01-02T11:00:00-00:00,0,2025-01-02,3,0,ACTUAL,SCL,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,993,ACTUAL,96
2025-01-03T04:00:00-00:00,2025-01-03T05:00:00-00:00,0,2025-01-02,21,0,ACTUAL,SCL,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1319,ACTUAL,96
2025-01-02T18:00:00-00:00,2025-01-02T19:00:00-00:00,0,2025-01-02,11,0,ACTUAL,SCL,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1400,ACTUAL,96
2025-01-03T02:00:00-00:00,2025-01-03T03:00:00-00:00,0,2025-01-02,19,0,ACTUAL,SCL,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1400,ACTUAL,96
2025-01-03T03:00:00-00:00,2025-01-03T04:00:00-00:00,0,2025-01-02,20,0,ACTUAL,SCL,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1359,ACTUAL,96
2025-01-02T15:00:00-00:00,2025-01-02T16:00:00-00:00,0,2025-01-02,8,0,ACTUAL,SCL,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1344,ACTUAL,96
2025-01-02T11:00:00-00:00,2025-01-02T12:00:00-00:00,0,2025-01-02,4,0,ACTUAL,SCL,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1000,ACTUAL,96
2025-01-03T07:00:00-00:00,2025-01-03T08:00:00-00:00,0,2025-01-02,24,0,ACTUAL,SCL,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1119,ACTUAL,96
2025-01-02T14:00:00-00:00,2025-01-02T15:00:00-00:00,0,2025-01-02,7,0,ACTUAL,SCL,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1255,ACTUAL,96
2025-01-02T20:00:00-00:00,2025-01-02T21:00:00-00:00,0,2025-01-02,13,0,ACTUAL,SCL,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1393,ACTUAL,96
2025-01-02T13:00:00-00:00,2025-01-02T14:00:00-00:00,0,2025-01-02,6,0,ACTUAL,SCL,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1131,ACTUAL,96
2025-01-03T00:00:00-00:00,2025-01-03T01:00:00-00:00,0,2025-01-02,17,0,ACTUAL,SCL,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1422,ACTUAL,96
2025-01-02T23:00:00-00:00,2025-01-03T00:00:00-00:00,0,2025-01-02,16,0,ACTUAL,SCL,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1391,ACTUAL,96
2025-01-03T06:00:00-00:00,2025-01-03T07:00:00-00:00,0,2025-01-02,23,0,ACTUAL,SCL,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1193,ACTUAL,96
2025-01-02T19:00:00-00:00,2025-01-02T20:00:00-00:00,0,2025-01-02,12,0,ACTUAL,SCL,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1394,ACTUAL,96
2025-01-03T05:00:00-00:00,2025-01-03T06:00:00-00:00,0,2025-01-02,22,0,ACTUAL,SCL,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1268,ACTUAL,96
2025-01-02T16:00:00-00:00,2025-01-02T17:00:00-00:00,0,2025-01-02,9,0,ACTUAL,SCL,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.8,1385,ACTUAL,96
2025-01-03T00:00:00-00:00,2025-01-03T01:00:00-00:00,0,2025-01-02,17,0,ACTUAL,SDGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.4,2412,ACTUAL,97
2025-01-03T05:00:00-00:00,2025-01-03T06:00:00-00:00,0,2025-01-02,22,0,ACTUAL,SDGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.4,2416,ACTUAL,97
2025-01-02T14:00:00-00:00,2025-01-02T15:00:00-00:00,0,2025-01-02,7,0,ACTUAL,SDGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.4,2317,ACTUAL,97
2025-01-02T20:00:00-00:00,2025-01-02T21:00:00-00:00,0,2025-01-02,13,0,ACTUAL,SDGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.4,1987,ACTUAL,97
2025-01-02T12:00:00-00:00,2025-01-02T13:00:00-00:00,0,2025-01-02,5,0,ACTUAL,SDGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.4,2003,ACTUAL,97
2025-01-02T22:00:00-00:00,2025-01-02T23:00:00-00:00,0,2025-01-02,15,0,ACTUAL,SDGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.4,1960,ACTUAL,97
2025-01-02T15:00:00-00:00,2025-01-02T16:00:00-00:00,0,2025-01-02,8,0,ACTUAL,SDGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.4,2362,ACTUAL,97
2025-01-02T17:00:00-00:00,2025-01-02T18:00:00-00:00,0,2025-01-02,10,0,ACTUAL,SDGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.4,2258,ACTUAL,97
2025-01-02T13:00:00-00:00,2025-01-02T14:00:00-00:00,0,2025-01-02,6,0,ACTUAL,SDGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.4,2123,ACTUAL,97
2025-01-02T23:00:00-00:00,2025-01-03T00:00:00-00:00,0,2025-01-02,16,0,ACTUAL,SDGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.4,2073,ACTUAL,97
2025-01-03T03:00:00-00:00,2025-01-03T04:00:00-00:00,0,2025-01-02,20,0,ACTUAL,SDGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.4,2581,ACTUAL,97
2025-01-02T16:00:00-00:00,2025-01-02T17:00:00-00:00,0,2025-01-02,9,0,ACTUAL,SDGE-TAC,Total Actual Hourly Integrated Load,SYS_FCST_ACT_MW,3.4,2349,ACTUAL,97
