PNODE_ID,TAC_AREA_NAME,UNMATCHED_REASON,TRADING_HUB,PNODE_ID_LOWER,PNODE_ID_STRIPPED,PNODE_ID_LEN
SCNW_6_PDRP56-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scnw_6_pdrp56-apnd,SCNW_6_PDRP56-APND,18
SCHD_1_PDRP62-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,schd_1_pdrp62-apnd,SCHD_1_PDRP62-APND,18
SCEW_2_PDRP116-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scew_2_pdrp116-apnd,SCEW_2_PDRP116-APND,19
PGG_2_PL-APND,BANCSMUD,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgg_2_pl-apnd,PGG_2_PL-APND,13
REXFRD_2_RSFBX2-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,rexfrd_2_rsfbx2-apnd,REXFRD_2_RSFBX2-APND,20
SCEN_6_PDRP48-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scen_6_pdrp48-apnd,SCEN_6_PDRP48-APND,18
SCEW_2_PDRP72-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scew_2_pdrp72-apnd,SCEW_2_PDRP72-APND,18
SCHD_1_PDRP34-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,schd_1_pdrp34-apnd,SCHD_1_PDRP34-APND,18
SCEC_1_PDRP74-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scec_1_pdrp74-apnd,SCEC_1_PDRP74-APND,18
SCEW_2_PDRP83-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scew_2_pdrp83-apnd,SCEW_2_PDRP83-APND,18
SCEC_1_PDRP131-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scec_1_pdrp131-apnd,SCEC_1_PDRP131-APND,19
SCEC_1_PDRP133-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scec_1_pdrp133-apnd,SCEC_1_PDRP133-APND,19
SCNW_6_PDRP51-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scnw_6_pdrp51-apnd,SCNW_6_PDRP51-APND,18
SCNW_6_PDRP59-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scnw_6_pdrp59-apnd,SCNW_6_PDRP59-APND,18
SCEW_2_PDRP167-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scew_2_pdrp167-apnd,SCEW_2_PDRP167-APND,19
KRAMER_1_R1BX3-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,kramer_1_r1bx3-apnd,KRAMER_1_R1BX3-APND,19
SCEN_6_PDRP104-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scen_6_pdrp104-apnd,SCEN_6_PDRP104-APND,19
SCEC_1_DERP01-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scec_1_derp01-apnd,SCEC_1_DERP01-APND,18
NWM_1_NEWMAN_5CC-APND,EPE,"in TAC map, not in hub map (load/intertie PNodes expected)",,nwm_1_newman_5cc-apnd,NWM_1_NEWMAN_5CC-APND,21
SCEW_2_PDRP78-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scew_2_pdrp78-apnd,SCEW_2_PDRP78-APND,18
PGSB_1_PDRP11-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgsb_1_pdrp11-apnd,PGSB_1_PDRP11-APND,18
LOS_1_LSTCR_PH_PLANT-APND,BPAT,"in TAC map, not in hub map (load/intertie PNodes expected)",,los_1_lstcr_ph_plant-apnd,LOS_1_LSTCR_PH_PLANT-APND,25
LWRCOL_5_APR_ORA-APND,BPAT,"in TAC map, not in hub map (load/intertie PNodes expected)",,lwrcol_5_apr_ora-apnd,LWRCOL_5_APR_ORA-APND,21
NHW_2_SHEPDSNC_PLANT-APND,BPAT,"in TAC map, not in hub map (load/intertie PNodes expected)",,nhw_2_shepdsnc_plant-apnd,NHW_2_SHEPDSNC_PLANT-APND,25
SCEC_1_PDRP135-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scec_1_pdrp135-apnd,SCEC_1_PDRP135-APND,19
SCEC_1_PDRP158-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scec_1_pdrp158-apnd,SCEC_1_PDRP158-APND,19
SCEW_2_PDRP121-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scew_2_pdrp121-apnd,SCEW_2_PDRP121-APND,19
SCEW_2_PDRP183-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scew_2_pdrp183-apnd,SCEW_2_PDRP183-APND,19
SCNW_6_PDRP69-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scnw_6_pdrp69-apnd,SCNW_6_PDRP69-APND,18
STANTN_2_SBEBX2-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,stantn_2_sbebx2-apnd,STANTN_2_SBEBX2-APND,20
PGSB_1_PDRP35-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgsb_1_pdrp35-apnd,PGSB_1_PDRP35-APND,18
PGF1_2_PDRP29-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgf1_2_pdrp29-apnd,PGF1_2_PDRP29-APND,18
PGZP_2_PDRP20-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgzp_2_pdrp20-apnd,PGZP_2_PDRP20-APND,18
PGZP_2_PDRP35-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgzp_2_pdrp35-apnd,PGZP_2_PDRP35-APND,18
PGSB_1_PDRP66-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgsb_1_pdrp66-apnd,PGSB_1_PDRP66-APND,18
PGNB_2_PDRP30-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgnb_2_pdrp30-apnd,PGNB_2_PDRP30-APND,18
PGNC_1_PDRP20-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgnc_1_pdrp20-apnd,PGNC_1_PDRP20-APND,18
PGNC_1_PDRP16-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgnc_1_pdrp16-apnd,PGNC_1_PDRP16-APND,18
PGNC_1_PDRP23-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgnc_1_pdrp23-apnd,PGNC_1_PDRP23-APND,18
SDG1_1_PDRP27-APND,SOUTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,sdg1_1_pdrp27-apnd,SDG1_1_PDRP27-APND,18
PGEB_2_PDRP36-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgeb_2_pdrp36-apnd,PGEB_2_PDRP36-APND,18
PGST_2_PDRP09-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgst_2_pdrp09-apnd,PGST_2_PDRP09-APND,18
PGEB_2_PDRP93-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgeb_2_pdrp93-apnd,PGEB_2_PDRP93-APND,18
PGFG_1_PDRP41-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgfg_1_pdrp41-apnd,PGFG_1_PDRP41-APND,18
PGNC_1_PDRP26-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgnc_1_pdrp26-apnd,PGNC_1_PDRP26-APND,18
SDG1_1_PDRP123-APND,SOUTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,sdg1_1_pdrp123-apnd,SDG1_1_PDRP123-APND,19
WFD_2_ENERGIZE_PLANT-APND,BPAT,"in TAC map, not in hub map (load/intertie PNodes expected)",,wfd_2_energize_plant-apnd,WFD_2_ENERGIZE_PLANT-APND,25
PARKER_2_HYDR-APND,WALC,"in TAC map, not in hub map (load/intertie PNodes expected)",,parker_2_hydr-apnd,PARKER_2_HYDR-APND,18
PNP-RBP_2_PELRB-APND,PGE,"in TAC map, not in hub map (load/intertie PNodes expected)",,pnp-rbp_2_pelrb-apnd,PNP-RBP_2_PELRB-APND,20
GENESI_2_STG-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,genesi_2_stg-apnd,GENESI_2_STG-APND,17
SCEC_1_PDRP05-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scec_1_pdrp05-apnd,SCEC_1_PDRP05-APND,18
SCEN_6_PDRP37-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scen_6_pdrp37-apnd,SCEN_6_PDRP37-APND,18
SCEC_1_PDRP81-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scec_1_pdrp81-apnd,SCEC_1_PDRP81-APND,18
SCNW_6_PDRP10-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scnw_6_pdrp10-apnd,SCNW_6_PDRP10-APND,18
SCEW_2_PDRP104-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scew_2_pdrp104-apnd,SCEW_2_PDRP104-APND,19
SCNW_6_PDRP33-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scnw_6_pdrp33-apnd,SCNW_6_PDRP33-APND,18
SCEC_1_PDRP53-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scec_1_pdrp53-apnd,SCEC_1_PDRP53-APND,18
PGF1_2_PDRP26-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgf1_2_pdrp26-apnd,PGF1_2_PDRP26-APND,18
PGF1_2_PDRP105-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgf1_2_pdrp105-apnd,PGF1_2_PDRP105-APND,19
SCEC_1_PDRP80-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scec_1_pdrp80-apnd,SCEC_1_PDRP80-APND,18
SCNW_6_PDRP67-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scnw_6_pdrp67-apnd,SCNW_6_PDRP67-APND,18
RECPP_2_SOLAR-APND,LADWP,"in TAC map, not in hub map (load/intertie PNodes expected)",,recpp_2_solar-apnd,RECPP_2_SOLAR-APND,18
PGNP_2_PDRP55-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgnp_2_pdrp55-apnd,PGNP_2_PDRP55-APND,18
NINE_MI_1_GEN_TOTAL-APND,AVA,"in TAC map, not in hub map (load/intertie PNodes expected)",,nine_mi_1_gen_total-apnd,NINE_MI_1_GEN_TOTAL-APND,24
POPUD_1_NCL-APND,AVA,"in TAC map, not in hub map (load/intertie PNodes expected)",,popud_1_ncl-apnd,POPUD_1_NCL-APND,16
AFTON_3_AFTONCC-APND,PNM,"in TAC map, not in hub map (load/intertie PNodes expected)",,afton_3_aftoncc-apnd,AFTON_3_AFTONCC-APND,20
MIL1_3_WIND-APND,LADWP,"in TAC map, not in hub map (load/intertie PNodes expected)",,mil1_3_wind-apnd,MIL1_3_WIND-APND,16
T_FALLS_7_TMPS-APND,NWMT,"in TAC map, not in hub map (load/intertie PNodes expected)",,t_falls_7_tmps-apnd,T_FALLS_7_TMPS-APND,19
PARDEB_6_UNITS-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pardeb_6_units-apnd,PARDEB_6_UNITS-APND,19
MOSSLD_2_PSP1-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,mossld_2_psp1-apnd,MOSSLD_2_PSP1-APND,18
MOSSLD_2_PSP2-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,mossld_2_psp2-apnd,MOSSLD_2_PSP2-APND,18
GATWAY_2_PL1X3-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,gatway_2_pl1x3-apnd,GATWAY_2_PL1X3-APND,19
GILROY_1_UNIT-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,gilroy_1_unit-apnd,GILROY_1_UNIT-APND,18
GWFPWR_1_UNITS-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,gwfpwr_1_units-apnd,GWFPWR_1_UNITS-APND,19
LVCOGEN_1_UNITS PB2-3-APND,NEVP,"in TAC map, not in hub map (load/intertie PNodes expected)",,lvcogen_1_units pb2-3-apnd,LVCOGEN_1_UNITS PB2-3-APND,26
TRACY_7_UNITS 4-5-APND,NEVP,"in TAC map, not in hub map (load/intertie PNodes expected)",,tracy_7_units 4-5-apnd,TRACY_7_UNITS 4-5-APND,22
PGNB_2_PDRP42-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgnb_2_pdrp42-apnd,PGNB_2_PDRP42-APND,18
PGSF_2_PDRP04-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgsf_2_pdrp04-apnd,PGSF_2_PDRP04-APND,18
PGEB_2_PDRP09-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgeb_2_pdrp09-apnd,PGEB_2_PDRP09-APND,18
PGST_2_RDRR01-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgst_2_rdrr01-apnd,PGST_2_RDRR01-APND,18
PGFG_1_PDRP05-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgfg_1_pdrp05-apnd,PGFG_1_PDRP05-APND,18
PGNP_2_PDRP10-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgnp_2_pdrp10-apnd,PGNP_2_PDRP10-APND,18
PGEB_2_PDRP29-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgeb_2_pdrp29-apnd,PGEB_2_PDRP29-APND,18
PGSF_2_PDRP22-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgsf_2_pdrp22-apnd,PGSF_2_PDRP22-APND,18
PGSI_1_PDRP11-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgsi_1_pdrp11-apnd,PGSI_1_PDRP11-APND,18
PGSF_2_PDRP27-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgsf_2_pdrp27-apnd,PGSF_2_PDRP27-APND,18
PGSI_1_PDRP15-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgsi_1_pdrp15-apnd,PGSI_1_PDRP15-APND,18
PGSI_1_PDRP17-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgsi_1_pdrp17-apnd,PGSI_1_PDRP17-APND,18
PGEB_2_PDRP41-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgeb_2_pdrp41-apnd,PGEB_2_PDRP41-APND,18
PGEB_2_PDRP47-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgeb_2_pdrp47-apnd,PGEB_2_PDRP47-APND,18
PGEB_2_PDRP53-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgeb_2_pdrp53-apnd,PGEB_2_PDRP53-APND,18
PGFG_1_PDRP17-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgfg_1_pdrp17-apnd,PGFG_1_PDRP17-APND,18
PGF1_2_PDRP54-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgf1_2_pdrp54-apnd,PGF1_2_PDRP54-APND,18
PGKN_2_PDRP16-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgkn_2_pdrp16-apnd,PGKN_2_PDRP16-APND,18
PGNP_2_PDRP27-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgnp_2_pdrp27-apnd,PGNP_2_PDRP27-APND,18
PGSF_2_PDRP33-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgsf_2_pdrp33-apnd,PGSF_2_PDRP33-APND,18
PGP2_2_PDRP35-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgp2_2_pdrp35-apnd,PGP2_2_PDRP35-APND,18
PGSF_2_PDRP39-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgsf_2_pdrp39-apnd,PGSF_2_PDRP39-APND,18
PGF1_2_PDRP63-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgf1_2_pdrp63-apnd,PGF1_2_PDRP63-APND,18
PGF1_2_PDRP64-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgf1_2_pdrp64-apnd,PGF1_2_PDRP64-APND,18
PGF1_2_PDRP75-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgf1_2_pdrp75-apnd,PGF1_2_PDRP75-APND,18
PGEB_2_PDRP73-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgeb_2_pdrp73-apnd,PGEB_2_PDRP73-APND,18
PGST_2_PDRP17-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgst_2_pdrp17-apnd,PGST_2_PDRP17-APND,18
PGCC_1_PDRP17-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgcc_1_pdrp17-apnd,PGCC_1_PDRP17-APND,18
PGEB_2_PDRP76-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgeb_2_pdrp76-apnd,PGEB_2_PDRP76-APND,18
PGF1_2_PDRP79-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgf1_2_pdrp79-apnd,PGF1_2_PDRP79-APND,18
PGF1_2_PDRP81-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgf1_2_pdrp81-apnd,PGF1_2_PDRP81-APND,18
PGF1_2_PDRP89-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgf1_2_pdrp89-apnd,PGF1_2_PDRP89-APND,18
PGF1_2_PDRP76-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgf1_2_pdrp76-apnd,PGF1_2_PDRP76-APND,18
PGFG_1_PDRP20-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgfg_1_pdrp20-apnd,PGFG_1_PDRP20-APND,18
PGNP_2_PDRP30-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgnp_2_pdrp30-apnd,PGNP_2_PDRP30-APND,18
PGHB_6_PDRP12-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pghb_6_pdrp12-apnd,PGHB_6_PDRP12-APND,18
PGNC_1_PDRP17-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgnc_1_pdrp17-apnd,PGNC_1_PDRP17-APND,18
PGNP_2_PDRP43-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgnp_2_pdrp43-apnd,PGNP_2_PDRP43-APND,18
PGP2_2_PDRP62-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgp2_2_pdrp62-apnd,PGP2_2_PDRP62-APND,18
PGSF_2_PDRP53-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgsf_2_pdrp53-apnd,PGSF_2_PDRP53-APND,18
PGF1_2_PDRP96-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgf1_2_pdrp96-apnd,PGF1_2_PDRP96-APND,18
PGSB_1_PDRP89-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgsb_1_pdrp89-apnd,PGSB_1_PDRP89-APND,18
PGCC_1_PDRP32-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgcc_1_pdrp32-apnd,PGCC_1_PDRP32-APND,18
PGCC_1_PDRP35-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgcc_1_pdrp35-apnd,PGCC_1_PDRP35-APND,18
PGNB_2_PDRP34-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgnb_2_pdrp34-apnd,PGNB_2_PDRP34-APND,18
PGP2_2_PDRP67-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgp2_2_pdrp67-apnd,PGP2_2_PDRP67-APND,18
PGSI_1_PDRP49-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgsi_1_pdrp49-apnd,PGSI_1_PDRP49-APND,18
PGP2_2_PDRP22-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgp2_2_pdrp22-apnd,PGP2_2_PDRP22-APND,18
PGNP_2_PDRP16-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgnp_2_pdrp16-apnd,PGNP_2_PDRP16-APND,18
PGEB_2_PDRP40-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgeb_2_pdrp40-apnd,PGEB_2_PDRP40-APND,18
PGSB_1_PDRP58-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgsb_1_pdrp58-apnd,PGSB_1_PDRP58-APND,18
PGF1_2_PDRP50-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgf1_2_pdrp50-apnd,PGF1_2_PDRP50-APND,18
PGF1_2_PDRP66-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgf1_2_pdrp66-apnd,PGF1_2_PDRP66-APND,18
PGZP_2_PDRP25-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgzp_2_pdrp25-apnd,PGZP_2_PDRP25-APND,18
PGEB_2_PDRP60-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgeb_2_pdrp60-apnd,PGEB_2_PDRP60-APND,18
PGP2_2_PDRP61-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgp2_2_pdrp61-apnd,PGP2_2_PDRP61-APND,18
PGSB_1_PDRP92-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgsb_1_pdrp92-apnd,PGSB_1_PDRP92-APND,18
PGSF_2_PDRP54-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgsf_2_pdrp54-apnd,PGSF_2_PDRP54-APND,18
PGSI_1_PDRP44-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgsi_1_pdrp44-apnd,PGSI_1_PDRP44-APND,18
PGNB_2_PDRP29-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgnb_2_pdrp29-apnd,PGNB_2_PDRP29-APND,18
PGKN_2_PDRP48-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgkn_2_pdrp48-apnd,PGKN_2_PDRP48-APND,18
PGF1_2_PDRP111-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgf1_2_pdrp111-apnd,PGF1_2_PDRP111-APND,19
PGCC_1_PDRP99-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgcc_1_pdrp99-apnd,PGCC_1_PDRP99-APND,18
OTMESA_2_PL1X3-APND,SOUTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,otmesa_2_pl1x3-apnd,OTMESA_2_PL1X3-APND,19
IVWEST_2_SOLAR1-APND,SOUTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,ivwest_2_solar1-apnd,IVWEST_2_SOLAR1-APND,20
SDG1_1_PDRP07-APND,SOUTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,sdg1_1_pdrp07-apnd,SDG1_1_PDRP07-APND,18
SDG1_1_PDRP41-APND,SOUTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,sdg1_1_pdrp41-apnd,SDG1_1_PDRP41-APND,18
SDG1_1_PDRP86-APND,SOUTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,sdg1_1_pdrp86-apnd,SDG1_1_PDRP86-APND,18
SDG1_1_PDRP88-APND,SOUTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,sdg1_1_pdrp88-apnd,SDG1_1_PDRP88-APND,18
SDG1_1_PDRP101-APND,SOUTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,sdg1_1_pdrp101-apnd,SDG1_1_PDRP101-APND,19
SDG1_1_PDRP105-APND,SOUTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,sdg1_1_pdrp105-apnd,SDG1_1_PDRP105-APND,19
SDG1_1_PDRP96-APND,SOUTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,sdg1_1_pdrp96-apnd,SDG1_1_PDRP96-APND,18
SDG1_1_PDRP104-APND,SOUTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,sdg1_1_pdrp104-apnd,SDG1_1_PDRP104-APND,19
PGSF_2_PDRP56-APND,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,pgsf_2_pdrp56-apnd,PGSF_2_PDRP56-APND,18
BLK_EGL_7_BEGL-APND,NWMT,"in TAC map, not in hub map (load/intertie PNodes expected)",,blk_egl_7_begl-apnd,BLK_EGL_7_BEGL-APND,19
CALGEN_1_UNITS-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,calgen_1_units-apnd,CALGEN_1_UNITS-APND,19
FOLSOM_7_UNITS-APND,BANC,"in TAC map, not in hub map (load/intertie PNodes expected)",,folsom_7_units-apnd,FOLSOM_7_UNITS-APND,19
VALMY_7_UNITS-APND,NEVP,"in TAC map, not in hub map (load/intertie PNodes expected)",,valmy_7_units-apnd,VALMY_7_UNITS-APND,18
BCNPPS3_2_SOLAR-APND,LADWP,"in TAC map, not in hub map (load/intertie PNodes expected)",,bcnpps3_2_solar-apnd,BCNPPS3_2_SOLAR-APND,20
SLSTR1_2_SOLAR1-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,slstr1_2_solar1-apnd,SLSTR1_2_SOLAR1-APND,20
SANDLT_2_SUNITS-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,sandlt_2_sunits-apnd,SANDLT_2_SUNITS-APND,20
SCEW_2_RDRR08-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scew_2_rdrr08-apnd,SCEW_2_RDRR08-APND,18
SCEC_1_PDRP48-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scec_1_pdrp48-apnd,SCEC_1_PDRP48-APND,18
SCHD_1_PDRP10-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,schd_1_pdrp10-apnd,SCHD_1_PDRP10-APND,18
SCEC_1_RDRR37-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scec_1_rdrr37-apnd,SCEC_1_RDRR37-APND,18
SCHD_1_RDRR11-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,schd_1_rdrr11-apnd,SCHD_1_RDRR11-APND,18
SCEW_2_RDRR26-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scew_2_rdrr26-apnd,SCEW_2_RDRR26-APND,18
SCEC_1_PDRP10-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scec_1_pdrp10-apnd,SCEC_1_PDRP10-APND,18
SCHD_1_PDRP09-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,schd_1_pdrp09-apnd,SCHD_1_PDRP09-APND,18
SCNW_6_RDRR11-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scnw_6_rdrr11-apnd,SCNW_6_RDRR11-APND,18
SCEN_6_PDRP47-APND,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,scen_6_pdrp47-apnd,SCEN_6_PDRP47-APND,18
