PNODE_ID,TAC_AREA_NAME,UNMATCHED_REASON,TRADING_HUB,PNODE_ID_LOWER,PNODE_ID_STRIPPED,PNODE_ID_LEN
WN_3_REDHORSE_SOLRGNODE,TEPC,"in TAC map, not in hub map (load/intertie PNodes expected)",,wn_3_redhorse_solrgnode,WN_3_REDHORSE_SOLRGNODE,23
HOOVSCE_2_CN1,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,hoovsce_2_cn1,HOOVSCE_2_CN1,13
CCR_7_PAL_BESSGNODE,AZPS,"in TAC map, not in hub map (load/intertie PNodes expected)",,ccr_7_pal_bessgnode,CCR_7_PAL_BESSGNODE,19
APACHE_6_GT1IDGNODE,WALC,"in TAC map, not in hub map (load/intertie PNodes expected)",,apache_6_gt1idgnode,APACHE_6_GT1IDGNODE,19
APACHE_6_GT2IDGNODE,WALC,"in TAC map, not in hub map (load/intertie PNodes expected)",,apache_6_gt2idgnode,APACHE_6_GT2IDGNODE,19
MALIN_5_N101,BPAT,"in TAC map, not in hub map (load/intertie PNodes expected)",,malin_5_n101,MALIN_5_N101,12
WESR_1_BSP1GNODE,IPCO,"in TAC map, not in hub map (load/intertie PNodes expected)",,wesr_1_bsp1gnode,WESR_1_BSP1GNODE,16
AKL_1_CONNLEY_G02GNODE,BPAT,"in TAC map, not in hub map (load/intertie PNodes expected)",,akl_1_connley_g02gnode,AKL_1_CONNLEY_G02GNODE,22
CEDARCRC_1_WIND1GNODE,PAC,"in TAC map, not in hub map (load/intertie PNodes expected)",,cedarcrc_1_wind1gnode,CEDARCRC_1_WIND1GNODE,21
BMBS_1_BMBSGNODE,IPCO,"in TAC map, not in hub map (load/intertie PNodes expected)",,bmbs_1_bmbsgnode,BMBS_1_BMBSGNODE,16
CLARIBEL_6_EROCKGENGNODE,BANC,"in TAC map, not in hub map (load/intertie PNodes expected)",,claribel_6_erockgengnode,CLARIBEL_6_EROCKGENGNODE,24
TNSITE_2_SOLARGNODE,WALC,"in TAC map, not in hub map (load/intertie PNodes expected)",,tnsite_2_solargnode,TNSITE_2_SOLARGNODE,19
CL_2_SES_BATTERYGNODE,SRP,"in TAC map, not in hub map (load/intertie PNodes expected)",,cl_2_ses_batterygnode,CL_2_SES_BATTERYGNODE,21
YELCOGEN_1_YC04GNODE,NWMT,"in TAC map, not in hub map (load/intertie PNodes expected)",,yelcogen_1_yc04gnode,YELCOGEN_1_YC04GNODE,20
YELCOGEN_1_YC17GNODE,NWMT,"in TAC map, not in hub map (load/intertie PNodes expected)",,yelcogen_1_yc17gnode,YELCOGEN_1_YC17GNODE,20
GREENCAN_7_THERMAL1GNODE,PAC,"in TAC map, not in hub map (load/intertie PNodes expected)",,greencan_7_thermal1gnode,GREENCAN_7_THERMAL1GNODE,24
MARSHALL_7_EROCKUNIT3GNODE,TIDC,"in TAC map, not in hub map (load/intertie PNodes expected)",,marshall_7_erockunit3gnode,MARSHALL_7_EROCKUNIT3GNODE,26
YELCOGEN_1_YC07GNODE,NWMT,"in TAC map, not in hub map (load/intertie PNodes expected)",,yelcogen_1_yc07gnode,YELCOGEN_1_YC07GNODE,20
VIKINGS_7_N002,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,vikings_7_n002,VIKINGS_7_N002,14
FRBS_3_BSP1GNODE,IPCO,"in TAC map, not in hub map (load/intertie PNodes expected)",,frbs_3_bsp1gnode,FRBS_3_BSP1GNODE,16
SUNRANCH_1_SKYRANCHESGNODE,PNM,"in TAC map, not in hub map (load/intertie PNodes expected)",,sunranch_1_skyranchesgnode,SUNRANCH_1_SKYRANCHESGNODE,26
PALOVRDE_5_N101,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,palovrde_5_n101,PALOVRDE_5_N101,15
MALIN_5_N101,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,malin_5_n101,MALIN_5_N101,12
LUZ8G_7_B1,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,luz8g_7_b1,LUZ8G_7_B1,10
ARBWIND_6_N001,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,arbwind_6_n001,ARBWIND_6_N001,14
ELLIS_6_N006,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,ellis_6_n006,ELLIS_6_N006,12
SYCCYN3G_7_B1,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,syccyn3g_7_b1,SYCCYN3G_7_B1,13
SEARLES_7_N004,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,searles_7_n004,SEARLES_7_N004,14
RERCU1_7_B1,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,rercu1_7_b1,RERCU1_7_B1,11
LAROA1_2_N001,SOUTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,laroa1_2_n001,LAROA1_2_N001,13
SYLMARDC_2_N501,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,sylmardc_2_n501,SYLMARDC_2_N501,15
MANDLY1G_7_B1,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,mandly1g_7_b1,MANDLY1G_7_B1,13
MANDLY2G_7_B1,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,mandly2g_7_b1,MANDLY2G_7_B1,13
CAPTJACK_5_N505,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,captjack_5_n505,CAPTJACK_5_N505,15
LAMBGT1_7_B1,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,lambgt1_7_b1,LAMBGT1_7_B1,12
GEYSER20_7_B1,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,geyser20_7_b1,GEYSER20_7_B1,13
GOOSEHGT_7_B1,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,goosehgt_7_b1,GOOSEHGT_7_B1,13
GEYSER16_7_B1,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,geyser16_7_b1,GEYSER16_7_B1,13
ROCKCK1_7_B1,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,rockck1_7_b1,ROCKCK1_7_B1,12
CRANEVLY_6_N002,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,cranevly_6_n002,CRANEVLY_6_N002,15
UNIONCH_7_B1,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,unionch_7_b1,UNIONCH_7_B1,12
WOODLEAF_7_B1,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,woodleaf_7_b1,WOODLEAF_7_B1,13
WHITEWTR_7_B1,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,whitewtr_7_b1,WHITEWTR_7_B1,13
BALCH1_7_B2,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,balch1_7_b2,BALCH1_7_B2,11
WOODLAND_7_B1,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,woodland_7_b1,WOODLAND_7_B1,13
HATCRK2_7_B1,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,hatcrk2_7_b1,HATCRK2_7_B1,12
INSKIP_7_B1,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,inskip_7_b1,INSKIP_7_B1,11
COVERD_7_B1,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,coverd_7_b1,COVERD_7_B1,11
HRIDGEGT_6_GN001,NORTH,"in TAC map, not in hub map (load/intertie PNodes expected)",,hridgegt_6_gn001,HRIDGEGT_6_GN001,16
WHS_1_STRVRIDG_G01GNODE,BPAT,"in TAC map, not in hub map (load/intertie PNodes expected)",,whs_1_strvridg_g01gnode,WHS_1_STRVRIDG_G01GNODE,23
EME_U1GNODE,SRP,"in TAC map, not in hub map (load/intertie PNodes expected)",,eme_u1gnode,EME_U1GNODE,11
REEVES_GNODE3,PNM,"in TAC map, not in hub map (load/intertie PNodes expected)",,reeves_gnode3,REEVES_GNODE3,13
GLENROCW_NODET,PAC,"in TAC map, not in hub map (load/intertie PNodes expected)",,glenrocw_nodet,GLENROCW_NODET,14
GRACE_NODE4,PAC,"in TAC map, not in hub map (load/intertie PNodes expected)",,grace_node4,GRACE_NODE4,11
MILLCRK_NODE1,PAC,"in TAC map, not in hub map (load/intertie PNodes expected)",,millcrk_node1,MILLCRK_NODE1,13
ONEIDA_NODE3,PAC,"in TAC map, not in hub map (load/intertie PNodes expected)",,oneida_node3,ONEIDA_NODE3,12
PALISADI_NODE4,PAC,"in TAC map, not in hub map (load/intertie PNodes expected)",,palisadi_node4,PALISADI_NODE4,14
COMBINEH_NODET,PAC,"in TAC map, not in hub map (load/intertie PNodes expected)",,combineh_nodet,COMBINEH_NODET,14
LEMOLO1_NODET,PAC,"in TAC map, not in hub map (load/intertie PNodes expected)",,lemolo1_nodet,LEMOLO1_NODET,13
MARENGO_NODE2,PAC,"in TAC map, not in hub map (load/intertie PNodes expected)",,marengo_node2,MARENGO_NODE2,13
OPALSPRI_NODET,PAC,"in TAC map, not in hub map (load/intertie PNodes expected)",,opalspri_nodet,OPALSPRI_NODET,14
WESTVALL_NODE5,PAC,"in TAC map, not in hub map (load/intertie PNodes expected)",,westvall_node5,WESTVALL_NODE5,14
CAMPCOL_NODET,PAC,"in TAC map, not in hub map (load/intertie PNodes expected)",,campcol_nodet,CAMPCOL_NODET,13
LEMOLO2_NODET,PAC,"in TAC map, not in hub map (load/intertie PNodes expected)",,lemolo2_nodet,LEMOLO2_NODET,13
PELTONRE_NODET,PAC,"in TAC map, not in hub map (load/intertie PNodes expected)",,peltonre_nodet,PELTONRE_NODET,14
PROSPEC2_NODE1,PAC,"in TAC map, not in hub map (load/intertie PNodes expected)",,prospec2_node1,PROSPEC2_NODE1,14
CLEARWA2_NODET,PAC,"in TAC map, not in hub map (load/intertie PNodes expected)",,clearwa2_nodet,CLEARWA2_NODET,14
MONSANTO_LNODED2,PAC,"in TAC map, not in hub map (load/intertie PNodes expected)",,monsanto_lnoded2,MONSANTO_LNODED2,16
NUCOR_LNODED1,PAC,"in TAC map, not in hub map (load/intertie PNodes expected)",,nucor_lnoded1,NUCOR_LNODED1,13
MCG HILL_GNODE 1,NEVP,"in TAC map, not in hub map (load/intertie PNodes expected)",,mcg hill_gnode 1,MCG HILL_GNODE 1,16
SUNPEAK_GNODE 3,NEVP,"in TAC map, not in hub map (load/intertie PNodes expected)",,sunpeak_gnode 3,SUNPEAK_GNODE 3,15
26FTDROP_GNODEIT,NEVP,"in TAC map, not in hub map (load/intertie PNodes expected)",,26ftdrop_gnodeit,26FTDROP_GNODEIT,16
PATUA_GNODEIT,NEVP,"in TAC map, not in hub map (load/intertie PNodes expected)",,patua_gnodeit,PATUA_GNODEIT,13
CRSC DUN_GNODEIT,NEVP,"in TAC map, not in hub map (load/intertie PNodes expected)",,crsc dun_gnodeit,CRSC DUN_GNODEIT,16
SMILFORD_NODER2,PAC,"in TAC map, not in hub map (load/intertie PNodes expected)",,smilford_noder2,SMILFORD_NODER2,15
FC_GNODEFCST5,AZPS,"in TAC map, not in hub map (load/intertie PNodes expected)",,fc_gnodefcst5,FC_GNODEFCST5,13
SRG_GNODEPCT,AZPS,"in TAC map, not in hub map (load/intertie PNodes expected)",,srg_gnodepct,SRG_GNODEPCT,12
WP_GNODEWPCC2,AZPS,"in TAC map, not in hub map (load/intertie PNodes expected)",,wp_gnodewpcc2,WP_GNODEWPCC2,13
WP_GNODEWPGT1,AZPS,"in TAC map, not in hub map (load/intertie PNodes expected)",,wp_gnodewpgt1,WP_GNODEWPGT1,13
YU_GNODEYUGT1,AZPS,"in TAC map, not in hub map (load/intertie PNodes expected)",,yu_gnodeyugt1,YU_GNODEYUGT1,13
RDR_1_RDROCKSLRGNODE,AZPS,"in TAC map, not in hub map (load/intertie PNodes expected)",,rdr_1_rdrockslrgnode,RDR_1_RDROCKSLRGNODE,20
BASELINE_GNODE1,PAC,"in TAC map, not in hub map (load/intertie PNodes expected)",,baseline_gnode1,BASELINE_GNODE1,15
BRL_GNODEGEN4,PSEI,"in TAC map, not in hub map (load/intertie PNodes expected)",,brl_gnodegen4,BRL_GNODEGEN4,13
NGILAN_5_N034,AZPS,"in TAC map, not in hub map (load/intertie PNodes expected)",,ngilan_5_n034,NGILAN_5_N034,13
WOODLINE_GNODE1,PAC,"in TAC map, not in hub map (load/intertie PNodes expected)",,woodline_gnode1,WOODLINE_GNODE1,15
ELE_GNODETTL,PSEI,"in TAC map, not in hub map (load/intertie PNodes expected)",,ele_gnodettl,ELE_GNODETTL,12
BZ_GNODETRPG,AZPS,"in TAC map, not in hub map (load/intertie PNodes expected)",,bz_gnodetrpg,BZ_GNODETRPG,12
SLATECRC_GNODE1,PAC,"in TAC map, not in hub map (load/intertie PNodes expected)",,slatecrc_gnode1,SLATECRC_GNODE1,15
SLNX_GNODEST2,AZPS,"in TAC map, not in hub map (load/intertie PNodes expected)",,slnx_gnodest2,SLNX_GNODEST2,13
BRL_GNODEGEN3,PSEI,"in TAC map, not in hub map (load/intertie PNodes expected)",,brl_gnodegen3,BRL_GNODEGEN3,13
WILLARD_3_HIGHLONESOMEGNODE,AZPS,"in TAC map, not in hub map (load/intertie PNodes expected)",,willard_3_highlonesomegnode,WILLARD_3_HIGHLONESOMEGNODE,27
MIDWYGN_7_N002,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,midwygn_7_n002,MIDWYGN_7_N002,14
BCW1_2_GNODE2,PGE,"in TAC map, not in hub map (load/intertie PNodes expected)",,bcw1_2_gnode2,BCW1_2_GNODE2,13
SCP1_7_GNODE1,PGE,"in TAC map, not in hub map (load/intertie PNodes expected)",,scp1_7_gnode1,SCP1_7_GNODE1,13
ARHP_GNODERHP,IPCO,"in TAC map, not in hub map (load/intertie PNodes expected)",,arhp_gnoderhp,ARHP_GNODERHP,13
DNPR_GNODE011,IPCO,"in TAC map, not in hub map (load/intertie PNodes expected)",,dnpr_gnode011,DNPR_GNODE011,13
DVPR_GNODEVPR,IPCO,"in TAC map, not in hub map (load/intertie PNodes expected)",,dvpr_gnodevpr,DVPR_GNODEVPR,13
HLSR_GNODELSR,IPCO,"in TAC map, not in hub map (load/intertie PNodes expected)",,hlsr_gnodelsr,HLSR_GNODELSR,13
JBRG_IPC_GNODERE2,IPCO,"in TAC map, not in hub map (load/intertie PNodes expected)",,jbrg_ipc_gnodere2,JBRG_IPC_GNODERE2,17
TANA_GNODEANA,IPCO,"in TAC map, not in hub map (load/intertie PNodes expected)",,tana_gnodeana,TANA_GNODEANA,13
ANRN_GNODE115,IPCO,"in TAC map, not in hub map (load/intertie PNodes expected)",,anrn_gnode115,ANRN_GNODE115,13
BLPR_GNODE012,IPCO,"in TAC map, not in hub map (load/intertie PNodes expected)",,blpr_gnode012,BLPR_GNODE012,13
ORSP_GNODERSP,IPCO,"in TAC map, not in hub map (load/intertie PNodes expected)",,orsp_gnodersp,ORSP_GNODERSP,13
CLPR_GNODE001,IPCO,"in TAC map, not in hub map (load/intertie PNodes expected)",,clpr_gnode001,CLPR_GNODE001,13
JBRG_IPC_GNODERE4,IPCO,"in TAC map, not in hub map (load/intertie PNodes expected)",,jbrg_ipc_gnodere4,JBRG_IPC_GNODERE4,17
MALIN_5_N101,BCHA,"in TAC map, not in hub map (load/intertie PNodes expected)",,malin_5_n101,MALIN_5_N101,12
OC_GNODEGT7,AZPS,"in TAC map, not in hub map (load/intertie PNodes expected)",,oc_gnodegt7,OC_GNODEGT7,11
MALIN_5_N101,PAC,"in TAC map, not in hub map (load/intertie PNodes expected)",,malin_5_n101,MALIN_5_N101,12
ELK_GNODETWI,BANC,"in TAC map, not in hub map (load/intertie PNodes expected)",,elk_gnodetwi,ELK_GNODETWI,12
JAY_GNODE2,BANC,"in TAC map, not in hub map (load/intertie PNodes expected)",,jay_gnode2,JAY_GNODE2,10
LNL_GNODET,BANC,"in TAC map, not in hub map (load/intertie PNodes expected)",,lnl_gnodet,LNL_GNODET,10
HAR_GS_GNODE12,LADWP,"in TAC map, not in hub map (load/intertie PNodes expected)",,har_gs_gnode12,HAR_GS_GNODE12,14
HAY_GS_GNODE12,LADWP,"in TAC map, not in hub map (load/intertie PNodes expected)",,hay_gs_gnode12,HAY_GS_GNODE12,14
HAY_GS_GNODE14,LADWP,"in TAC map, not in hub map (load/intertie PNodes expected)",,hay_gs_gnode14,HAY_GS_GNODE14,14
HAY_GS_GNODE2,LADWP,"in TAC map, not in hub map (load/intertie PNodes expected)",,hay_gs_gnode2,HAY_GS_GNODE2,13
ALMOND1_6_UNIT1GNODE,TIDC,"in TAC map, not in hub map (load/intertie PNodes expected)",,almond1_6_unit1gnode,ALMOND1_6_UNIT1GNODE,20
AF_6_UNIT1GNODE,SRP,"in TAC map, not in hub map (load/intertie PNodes expected)",,af_6_unit1gnode,AF_6_UNIT1GNODE,15
AF_6_UNIT2GNODE,SRP,"in TAC map, not in hub map (load/intertie PNodes expected)",,af_6_unit2gnode,AF_6_UNIT2GNODE,15
AF_6_UNIT3GNODE,SRP,"in TAC map, not in hub map (load/intertie PNodes expected)",,af_6_unit3gnode,AF_6_UNIT3GNODE,15
KY_6_UNIT4GNODE,SRP,"in TAC map, not in hub map (load/intertie PNodes expected)",,ky_6_unit4gnode,KY_6_UNIT4GNODE,15
ST_2_UNIT3GNODE,SRP,"in TAC map, not in hub map (load/intertie PNodes expected)",,st_2_unit3gnode,ST_2_UNIT3GNODE,15
KLONDIKE_NODE01,AVRN,"in TAC map, not in hub map (load/intertie PNodes expected)",,klondike_node01,KLONDIKE_NODE01,15
STAR_PT_NODE01,AVRN,"in TAC map, not in hub map (load/intertie PNodes expected)",,star_pt_node01,STAR_PT_NODE01,14
B_G_I_7_BGIGNODE,NWMT,"in TAC map, not in hub map (load/intertie PNodes expected)",,b_g_i_7_bgignode,B_G_I_7_BGIGNODE,16
BGTMB_WD_1_BGTWGNODE,NWMT,"in TAC map, not in hub map (load/intertie PNodes expected)",,bgtmb_wd_1_bgtwgnode,BGTMB_WD_1_BGTWGNODE,20
HARDIN_GNODEG01,NWMT,"in TAC map, not in hub map (load/intertie PNodes expected)",,hardin_gnodeg01,HARDIN_GNODEG01,15
MGSR_7_SOLARGNODE,IPCO,"in TAC map, not in hub map (load/intertie PNodes expected)",,mgsr_7_solargnode,MGSR_7_SOLARGNODE,17
FC_3_FCST4_NT4CGNODE,AZPS,"in TAC map, not in hub map (load/intertie PNodes expected)",,fc_3_fcst4_nt4cgnode,FC_3_FCST4_NT4CGNODE,20
BIG_HORN_NODE02,AVRN,"in TAC map, not in hub map (load/intertie PNodes expected)",,big_horn_node02,BIG_HORN_NODE02,15
JUDTHGPS_GNODEIND,NWMT,"in TAC map, not in hub map (load/intertie PNodes expected)",,judthgps_gnodeind,JUDTHGPS_GNODEIND,17
HORSESHU_7_HRSUGNODE,NWMT,"in TAC map, not in hub map (load/intertie PNodes expected)",,horseshu_7_hrsugnode,HORSESHU_7_HRSUGNODE,20
REEVES_1_REEVESPVGNODE,PNM,"in TAC map, not in hub map (load/intertie PNodes expected)",,reeves_1_reevespvgnode,REEVES_1_REEVESPVGNODE,22
SIGURSOL_2_UNIT1GNODE,PAC,"in TAC map, not in hub map (load/intertie PNodes expected)",,sigursol_2_unit1gnode,SIGURSOL_2_UNIT1GNODE,21
LIGHTNCR_2_CS3GNODE,PAC,"in TAC map, not in hub map (load/intertie PNodes expected)",,lightncr_2_cs3gnode,LIGHTNCR_2_CS3GNODE,19
BIGCHARL_2_UNIT1GNODE,PAC,"in TAC map, not in hub map (load/intertie PNodes expected)",,bigcharl_2_unit1gnode,BIGCHARL_2_UNIT1GNODE,21
TURNBULL_6_TRNBGNODE,NWMT,"in TAC map, not in hub map (load/intertie PNodes expected)",,turnbull_6_trnbgnode,TURNBULL_6_TRNBGNODE,20
ELEKTRON_1_SOLAR1GNODE,PAC,"in TAC map, not in hub map (load/intertie PNodes expected)",,elektron_1_solar1gnode,ELEKTRON_1_SOLAR1GNODE,22
DONPEDRO_6_UNIT3GNODE,TIDC,"in TAC map, not in hub map (load/intertie PNodes expected)",,donpedro_6_unit3gnode,DONPEDRO_6_UNIT3GNODE,21
DONPEDRO_6_MIDUNIT1GNODE,BANC,"in TAC map, not in hub map (load/intertie PNodes expected)",,donpedro_6_midunit1gnode,DONPEDRO_6_MIDUNIT1GNODE,24
GRN_MDOW_1_GMSLGNODE,NWMT,"in TAC map, not in hub map (load/intertie PNodes expected)",,grn_mdow_1_gmslgnode,GRN_MDOW_1_GMSLGNODE,20
GREENSPR_GNODE,PAC,"in TAC map, not in hub map (load/intertie PNodes expected)",,greenspr_gnode,GREENSPR_GNODE,14
RDGPOWER_1_UNIT3GNODE,BANC,"in TAC map, not in hub map (load/intertie PNodes expected)",,rdgpower_1_unit3gnode,RDGPOWER_1_UNIT3GNODE,21
FSHSPRNG_3_PV_UNITGNODE,NEVP,"in TAC map, not in hub map (load/intertie PNodes expected)",,fshsprng_3_pv_unitgnode,FSHSPRNG_3_PV_UNITGNODE,23
LAJOYA_3_LJOYA1GNODE,PNM,"in TAC map, not in hub map (load/intertie PNodes expected)",,lajoya_3_ljoya1gnode,LAJOYA_3_LJOYA1GNODE,20
METALINE_1_1LNODE,AVA,"in TAC map, not in hub map (load/intertie PNodes expected)",,metaline_1_1lnode,METALINE_1_1LNODE,17
JEC_3_JICARILLA1PVGNODE,PNM,"in TAC map, not in hub map (load/intertie PNodes expected)",,jec_3_jicarilla1pvgnode,JEC_3_JICARILLA1PVGNODE,23
MIDCCHPD_2_AVAGNODE,AVA,"in TAC map, not in hub map (load/intertie PNodes expected)",,midcchpd_2_avagnode,MIDCCHPD_2_AVAGNODE,19
MIDCDOPD_2_AVAGNODE,AVA,"in TAC map, not in hub map (load/intertie PNodes expected)",,midcdopd_2_avagnode,MIDCDOPD_2_AVAGNODE,19
MIDCGCPD_2_AVAGNODE,AVA,"in TAC map, not in hub map (load/intertie PNodes expected)",,midcgcpd_2_avagnode,MIDCGCPD_2_AVAGNODE,19
CAPTJACK_5_N509,BANC,"in TAC map, not in hub map (load/intertie PNodes expected)",,captjack_5_n509,CAPTJACK_5_N509,15
CLEARWTR_7_T4LNODE,AVA,"in TAC map, not in hub map (load/intertie PNodes expected)",,clearwtr_7_t4lnode,CLEARWTR_7_T4LNODE,18
MCHENRY_6_SOLARGNODE,BANC,"in TAC map, not in hub map (load/intertie PNodes expected)",,mchenry_6_solargnode,MCHENRY_6_SOLARGNODE,20
KAISER_7_XF1AFD2LNODE,AVA,"in TAC map, not in hub map (load/intertie PNodes expected)",,kaiser_7_xf1afd2lnode,KAISER_7_XF1AFD2LNODE,21
ALLN_1_ALLN SOLARGNODE,PNM,"in TAC map, not in hub map (load/intertie PNodes expected)",,alln_1_alln solargnode,ALLN_1_ALLN SOLARGNODE,22
N_EASTCT_1_A_BGNODE,AVA,"in TAC map, not in hub map (load/intertie PNodes expected)",,n_eastct_1_a_bgnode,N_EASTCT_1_A_BGNODE,19
IR_7_RICE_4GNODE,TEPC,"in TAC map, not in hub map (load/intertie PNodes expected)",,ir_7_rice_4gnode,IR_7_RICE_4GNODE,16
CAPTJACK_5_N506,BANC,"in TAC map, not in hub map (load/intertie PNodes expected)",,captjack_5_n506,CAPTJACK_5_N506,15
CUSICKPD_1_XF1LNODE,AVA,"in TAC map, not in hub map (load/intertie PNodes expected)",,cusickpd_1_xf1lnode,CUSICKPD_1_XF1LNODE,19
MALIN_5_N101,TPWR,"in TAC map, not in hub map (load/intertie PNodes expected)",,malin_5_n101,MALIN_5_N101,12
BMS_7_BLK_MT_SOLARGNODE,TEPC,"in TAC map, not in hub map (load/intertie PNodes expected)",,bms_7_blk_mt_solargnode,BMS_7_BLK_MT_SOLARGNODE,23
MSPR_1_MACHO_SPRINGSGNODE,TEPC,"in TAC map, not in hub map (load/intertie PNodes expected)",,mspr_1_macho_springsgnode,MSPR_1_MACHO_SPRINGSGNODE,25
TRAILBRG_1_G01GNODE,BPAT,"in TAC map, not in hub map (load/intertie PNodes expected)",,trailbrg_1_g01gnode,TRAILBRG_1_G01GNODE,19
PLUMMER_1_1GNODE,AVA,"in TAC map, not in hub map (load/intertie PNodes expected)",,plummer_1_1gnode,PLUMMER_1_1GNODE,16
AF_2_UNIT8GNODE,SRP,"in TAC map, not in hub map (load/intertie PNodes expected)",,af_2_unit8gnode,AF_2_UNIT8GNODE,15
H ALLEN_2_ARROWCAN_PVGNODE,NEVP,"in TAC map, not in hub map (load/intertie PNodes expected)",,h allen_2_arrowcan_pvgnode,H ALLEN_2_ARROWCAN_PVGNODE,26
RSNKFLAT_1_WINDGNODE,AVA,"in TAC map, not in hub map (load/intertie PNodes expected)",,rsnkflat_1_windgnode,RSNKFLAT_1_WINDGNODE,20
HORSESHC_1_SOLAR1GNODE,PAC,"in TAC map, not in hub map (load/intertie PNodes expected)",,horseshc_1_solar1gnode,HORSESHC_1_SOLAR1GNODE,22
BW_3_BORDERLANDSGNODE,TEPC,"in TAC map, not in hub map (load/intertie PNodes expected)",,bw_3_borderlandsgnode,BW_3_BORDERLANDSGNODE,21
SULTAN_1_G1GNODE,BPAT,"in TAC map, not in hub map (load/intertie PNodes expected)",,sultan_1_g1gnode,SULTAN_1_G1GNODE,16
RRS_7_RIO_RICOGNODE,TEPC,"in TAC map, not in hub map (load/intertie PNodes expected)",,rrs_7_rio_ricognode,RRS_7_RIO_RICOGNODE,19
TEP_FC_3_FOURCORNERS_5GNODE,TEPC,"in TAC map, not in hub map (load/intertie PNodes expected)",,tep_fc_3_fourcorners_5gnode,TEP_FC_3_FOURCORNERS_5GNODE,27
SIERRA_G_1_G01GNODE,BPAT,"in TAC map, not in hub map (load/intertie PNodes expected)",,sierra_g_1_g01gnode,SIERRA_G_1_G01GNODE,19
HOOVVEA_2_CN1,ECNTR,"in TAC map, not in hub map (load/intertie PNodes expected)",,hoovvea_2_cn1,HOOVVEA_2_CN1,13
PATUWIND_1_G01GNODE,BPAT,"in TAC map, not in hub map (load/intertie PNodes expected)",,patuwind_1_g01gnode,PATUWIND_1_G01GNODE,19
RLS_1_BESTLANE_G02GNODE,BPAT,"in TAC map, not in hub map (load/intertie PNodes expected)",,rls_1_bestlane_g02gnode,RLS_1_BESTLANE_G02GNODE,23
CAMASSW_LNODEMAS,BPAT,"in TAC map, not in hub map (load/intertie PNodes expected)",,camassw_lnodemas,CAMASSW_LNODEMAS,16
AIR_1_AIR_SUNED_SLRGNODE,EPE,"in TAC map, not in hub map (load/intertie PNodes expected)",,air_1_air_suned_slrgnode,AIR_1_AIR_SUNED_SLRGNODE,24
HOL_1_HAFBS1_SLRGNODE,EPE,"in TAC map, not in hub map (load/intertie PNodes expected)",,hol_1_hafbs1_slrgnode,HOL_1_HAFBS1_SLRGNODE,21
COLUMBRL_1_G01GNODE,BPAT,"in TAC map, not in hub map (load/intertie PNodes expected)",,columbrl_1_g01gnode,COLUMBRL_1_G01GNODE,19
HOOVER_2_SRPPTGNODE,SRP,"in TAC map, not in hub map (load/intertie PNodes expected)",,hoover_2_srpptgnode,HOOVER_2_SRPPTGNODE,19
WHITEH_3_WINDNPRAGNODE,WALC,"in TAC map, not in hub map (load/intertie PNodes expected)",,whiteh_3_windnpragnode,WHITEH_3_WINDNPRAGNODE,22
WW_2_BESSGNODE,AZPS,"in TAC map, not in hub map (load/intertie PNodes expected)",,ww_2_bessgnode,WW_2_BESSGNODE,14
ROCKY_RH_2_CHELANSHAREGNODE,AVRN,"in TAC map, not in hub map (load/intertie PNodes expected)",,rocky_rh_2_chelansharegnode,ROCKY_RH_2_CHELANSHAREGNODE,27
MARSHALL_7_EROCKUNIT4GNODE,TIDC,"in TAC map, not in hub map (load/intertie PNodes expected)",,marshall_7_erockunit4gnode,MARSHALL_7_EROCKUNIT4GNODE,26
